age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
18,other,ba,4.11,no,4.2,good,coaching,low,moderate,79.4
22,male,bca,1.96,yes,4.3,poor,coaching,high,moderate,33.9
19,other,bba,0.59,yes,9.3,good,mixed,medium,easy,69.2
23,other,ba,3.3,yes,5.3,poor,group study,medium,moderate,53.5
18,female,ba,0.47,no,7.6,poor,mixed,low,easy,27.2
18,other,bca,7.84,yes,6.4,average,self-study,high,easy,100
19,other,diploma,3.58,yes,5.2,average,group study,high,hard,56.1
18,other,b.tech,07.06,no,9.2,good,mixed,low,moderate,100
19,other,ba,7.61,yes,7.1,poor,self-study,medium,easy,78.5
21,other,bca,3.59,yes,7.4,poor,self-study,medium,hard,32.7
22,other,bba,3.36,yes,4.1,good,group study,high,easy,71.9
21,male,ba,7.15,yes,7.4,poor,mixed,medium,hard,74.7
18,female,bca,0.28,yes,4.8,good,group study,low,easy,39.4
18,other,ba,3.9,yes,9.5,poor,group study,high,easy,48.7
24,female,b.tech,2.15,yes,6.7,poor,coaching,high,hard,49
19,male,b.sc,06.02,no,9.8,poor,self-study,low,easy,71.8
17,other,b.tech,6.69,no,6.1,good,self-study,low,hard,61.2
20,female,bba,4.96,yes,6.8,good,group study,medium,easy,54.9
17,other,diploma,3.26,yes,4.1,good,self-study,low,hard,43.1
19,male,b.com,4.44,yes,4.1,poor,coaching,high,easy,60.5
23,male,bca,4.59,yes,8,poor,coaching,medium,hard,58.6
19,female,diploma,05.08,yes,4.1,average,online videos,low,hard,49
22,male,b.com,7.38,yes,9.7,good,online videos,medium,easy,91.5
20,female,diploma,1.99,yes,9.8,average,group study,low,moderate,51.4
19,female,b.tech,1.61,yes,5.4,average,mixed,high,moderate,52
22,male,bba,1.52,yes,8.9,poor,mixed,low,easy,42.7
21,other,b.sc,5.58,yes,9.1,average,self-study,high,moderate,80.1
19,male,bca,7.24,yes,4.8,poor,mixed,high,moderate,69.8
18,other,b.tech,2.61,yes,8.9,average,self-study,high,easy,48.1
24,male,bca,3.37,yes,9.2,poor,self-study,medium,easy,44.8
18,female,b.com,7.75,yes,6.2,average,coaching,high,hard,100
24,other,b.sc,1.16,yes,8.2,poor,mixed,medium,moderate,42
20,male,ba,07.04,yes,5.6,poor,self-study,low,moderate,63.2
24,other,diploma,7.67,yes,7.5,good,online videos,low,moderate,78.9
19,male,b.sc,6.4,yes,7.4,poor,self-study,medium,moderate,74.6
21,other,b.com,2.69,yes,4.7,average,group study,high,hard,37.7
21,other,bba,5.23,yes,9.6,average,self-study,medium,hard,58.8
19,male,b.tech,2.33,yes,9.6,poor,online videos,high,moderate,55
18,female,diploma,0.97,yes,9.7,average,coaching,high,easy,55.5
21,other,ba,0.86,yes,7.2,poor,online videos,high,easy,24.8
22,male,diploma,0.08,yes,5.5,good,coaching,low,moderate,53.5
19,male,b.com,7.83,yes,8.4,good,self-study,high,moderate,99.1
23,male,bca,5.24,no,8,average,coaching,medium,easy,97.3
22,female,b.com,2.57,yes,9.3,poor,group study,low,easy,42.3
18,other,ba,4.63,yes,9.1,good,coaching,low,moderate,70.9
24,female,b.com,4.95,yes,5.7,average,mixed,medium,hard,57.4
17,female,ba,1.46,yes,7.5,good,mixed,high,hard,55.6
22,other,b.sc,2.31,yes,6.6,poor,coaching,high,easy,53.6
20,male,ba,4.38,yes,9.6,average,online videos,high,moderate,63.7
22,other,bca,6.72,yes,6.5,poor,coaching,medium,hard,80.8
23,male,b.sc,01.04,no,4.4,average,self-study,low,easy,19.599
22,male,bca,6.87,yes,6.9,good,online videos,medium,moderate,83.7
22,other,bca,4.87,yes,5.4,poor,group study,medium,hard,75.7
23,female,b.tech,3.92,yes,4.1,poor,mixed,high,easy,62.9
22,female,bba,1.15,yes,9.5,poor,coaching,low,easy,39.5
23,male,ba,4.4,yes,8,average,mixed,low,easy,95
20,female,bba,2.83,yes,4.7,good,coaching,low,easy,73.6
18,other,b.com,1.51,yes,6.3,poor,coaching,low,hard,48.6
18,male,b.sc,07.04,no,5.7,poor,online videos,low,easy,67
21,male,b.com,3.68,yes,8.9,good,group study,high,easy,87
21,male,b.sc,0.64,yes,8.2,poor,coaching,medium,moderate,43.1
17,female,b.com,2.42,yes,4.7,average,coaching,low,moderate,48
18,other,diploma,1.45,yes,4.1,poor,coaching,low,easy,42.7
24,male,bca,7.51,no,8.9,good,mixed,high,easy,100
22,other,b.sc,1.94,yes,9.6,good,self-study,low,moderate,43.6
23,other,ba,04.05,yes,9.8,good,mixed,medium,moderate,73.3
18,female,b.tech,5.96,no,4.7,good,group study,medium,moderate,77.8
17,other,b.tech,1.27,yes,6.3,poor,online videos,high,hard,41.3
19,other,bba,3.5,yes,4.7,good,self-study,medium,moderate,55.4
23,other,b.com,5.23,yes,9.6,poor,online videos,high,easy,53.9
21,female,bba,07.06,yes,6.7,good,coaching,high,moderate,94.2
23,male,b.sc,5.23,yes,9.5,good,mixed,medium,moderate,93.6
20,other,b.tech,0.64,yes,6.7,good,group study,low,moderate,49.5
20,female,bca,2.57,yes,4.5,poor,group study,high,hard,57.6
21,male,b.sc,2.81,yes,6.1,good,online videos,low,easy,51.1
24,other,b.tech,3.11,yes,9.8,good,self-study,medium,easy,53.3
20,female,bca,7.53,yes,9.3,poor,self-study,low,hard,68.4
21,other,bba,0.29,yes,7.1,good,group study,medium,moderate,52.2
24,other,diploma,2.42,yes,6,poor,coaching,high,easy,54.7
19,male,bba,3.94,yes,5,average,online videos,low,moderate,65
23,other,ba,0.69,yes,4.8,good,mixed,high,hard,65
21,other,bba,3.87,yes,4.9,good,online videos,high,moderate,49.1
24,other,bca,0.86,no,7.2,average,group study,high,easy,54.5
20,male,bba,6.7,yes,8.2,poor,self-study,medium,moderate,53.8
22,other,b.com,2.16,yes,5.8,good,group study,high,moderate,62
19,other,diploma,4.18,yes,9.9,average,self-study,medium,easy,68.8
22,other,bba,4.95,yes,6.8,average,online videos,low,easy,71.3
19,female,diploma,2.45,yes,7.6,average,group study,low,moderate,35
21,other,ba,2.81,no,7.2,good,mixed,high,moderate,66.1
23,female,ba,04.08,yes,8.6,good,mixed,low,easy,47.9
20,male,bca,6.44,yes,9.6,average,mixed,high,moderate,95.2
20,other,bba,3.62,yes,9.1,average,online videos,high,moderate,67.6
19,female,bca,3.93,yes,7.1,good,online videos,high,moderate,61.3
22,male,diploma,4.77,yes,9.6,good,mixed,medium,hard,86.2
21,female,b.sc,3.4,no,6.5,poor,group study,low,moderate,43.8
21,male,b.sc,5.81,no,4.4,good,self-study,medium,hard,84.2
17,female,b.sc,0.08,yes,4.8,poor,group study,low,hard,19.599
17,female,bba,3.86,yes,9.7,average,group study,high,hard,74.6
17,other,bca,7.38,yes,9.6,good,coaching,medium,hard,82.1
23,other,diploma,4.93,yes,9.5,poor,online videos,low,moderate,47.6
23,female,b.tech,3.89,yes,8.5,poor,online videos,high,easy,65.9
17,other,b.tech,6.18,yes,8.1,poor,coaching,medium,easy,88.9
17,male,bba,3.14,yes,9,good,self-study,low,moderate,44.1
23,other,b.sc,3.74,yes,6.7,poor,coaching,high,moderate,57.7
21,male,ba,1.56,yes,7.3,poor,group study,low,moderate,46.1
19,other,b.tech,0.99,yes,9.4,poor,group study,high,easy,19.599
21,other,b.tech,0.2,yes,4.3,good,group study,low,moderate,40.7
18,male,ba,5.85,no,7.4,poor,coaching,low,moderate,86.8
18,male,bba,3.75,yes,6.3,poor,coaching,medium,moderate,61.1
19,other,diploma,7.51,yes,7.3,average,online videos,high,moderate,87.3
24,other,ba,1.41,yes,9.7,poor,self-study,medium,moderate,19.599
23,other,bba,1.95,yes,8.7,good,coaching,low,moderate,76.1
18,male,diploma,5.11,yes,6.9,poor,mixed,medium,easy,71.7
21,female,ba,0.44,yes,8.1,poor,self-study,medium,easy,22.9
24,female,b.sc,04.03,yes,7.4,good,mixed,high,moderate,76.9
24,other,bca,0.99,yes,5.2,good,coaching,medium,moderate,47.3
23,other,b.tech,1.29,no,6.7,average,mixed,low,easy,30.2
18,other,b.sc,4.1,no,4.7,poor,mixed,medium,moderate,49.8
18,female,b.tech,4.55,yes,6.7,average,mixed,medium,moderate,76.7
18,male,bba,1.7,yes,6.6,poor,online videos,medium,moderate,19.599
18,other,b.sc,2.17,yes,8.2,average,self-study,low,easy,59.4
18,male,b.com,2.27,yes,5.6,average,coaching,low,easy,63.7
19,male,bba,1.13,yes,6.4,average,mixed,medium,easy,28.7
21,male,b.com,7.73,yes,6.5,poor,online videos,high,easy,69.7
20,female,b.com,5.54,yes,5,average,group study,high,easy,88.4
20,male,ba,0.89,no,8.4,average,mixed,medium,easy,49.8
18,female,b.tech,2.86,yes,8,good,self-study,medium,moderate,69
18,male,diploma,1.38,yes,6.4,average,self-study,high,easy,44.6
24,other,diploma,1.88,yes,5,average,online videos,low,moderate,19.599
21,female,bba,7.52,yes,8.7,poor,self-study,high,easy,58.9
18,male,b.tech,01.09,yes,8.2,good,online videos,low,easy,74.3
23,other,ba,07.04,yes,8,average,mixed,medium,hard,70.2
23,female,b.com,6.73,no,9.7,average,group study,high,hard,82.3
24,male,b.sc,5.95,yes,8.8,average,online videos,high,moderate,70.8
18,female,diploma,3.97,yes,9.4,poor,self-study,high,moderate,30.5
22,other,b.com,02.07,no,8.6,good,group study,high,hard,64.6
24,other,bba,6.65,yes,8.5,good,self-study,medium,easy,81.1
23,female,bba,6.67,yes,8.6,good,online videos,medium,moderate,87.8
18,other,b.com,4.2,yes,9.7,poor,online videos,medium,moderate,60.2
24,male,b.com,0.38,yes,7.1,average,group study,high,hard,46.3
20,other,diploma,1.54,yes,6.5,poor,coaching,high,easy,20.3
20,other,bca,0.45,yes,9.8,poor,group study,low,moderate,27.1
21,female,ba,1.44,yes,9.8,average,online videos,low,hard,44.7
23,female,ba,04.07,yes,9.2,good,mixed,high,hard,72.3
17,female,b.tech,6.83,no,7.4,good,group study,low,easy,85.9
21,male,b.sc,5.23,no,7.8,poor,online videos,high,easy,52
23,other,b.tech,4.81,yes,6.7,poor,coaching,low,easy,69.4
21,other,bca,5.98,yes,5.3,poor,self-study,low,moderate,37.8
19,other,diploma,5.12,yes,4.6,poor,self-study,high,moderate,57.7
17,male,b.sc,3.55,yes,4.1,poor,group study,medium,easy,42.1
21,other,b.sc,6.52,yes,5.3,good,coaching,low,easy,89.1
22,female,b.com,2.48,yes,7.2,poor,self-study,medium,easy,45.4
21,other,bca,7.42,yes,9.4,average,online videos,high,moderate,70
24,other,b.com,0.93,yes,6.5,average,coaching,medium,easy,64.7
21,other,b.tech,5.1,yes,7.8,poor,mixed,medium,moderate,77.4
21,other,bba,4,yes,6.8,good,self-study,medium,easy,56.1
17,male,b.sc,3.41,yes,4.1,good,mixed,low,easy,62.4
21,male,bba,3.44,yes,6.6,good,coaching,low,easy,76.4
18,male,bca,0.34,yes,6.2,good,group study,high,moderate,33.7
22,female,b.tech,06.01,yes,5.9,good,coaching,high,easy,67.9
18,other,diploma,2.82,yes,5.8,average,coaching,medium,moderate,19.599
24,other,bba,3.81,yes,4.9,poor,group study,high,easy,84.6
19,female,b.tech,6.78,yes,7.5,good,online videos,medium,easy,93.3
20,other,b.sc,4.62,yes,8.8,average,self-study,medium,easy,77.5
18,male,b.sc,6.81,yes,9,average,group study,medium,moderate,82.3
18,female,diploma,1.1,yes,5.6,average,mixed,high,moderate,36.1
24,female,bca,2.25,yes,5.7,good,self-study,medium,easy,63.1
19,male,b.com,1.82,yes,5.7,good,online videos,low,easy,38.7
21,female,ba,07.09,yes,5,poor,self-study,high,easy,71.6
24,other,b.com,6.25,yes,7.7,average,coaching,low,moderate,89
21,other,b.com,6.67,no,4.9,good,coaching,medium,hard,74.8
17,other,bba,4.55,yes,6.4,good,online videos,medium,moderate,86.5
19,other,b.sc,1.77,yes,7.3,good,mixed,high,easy,43.9
20,female,bca,03.02,yes,8.1,poor,group study,low,moderate,61.7
19,male,diploma,4.4,yes,9.8,good,self-study,medium,hard,77.6
18,other,diploma,0.15,no,8.9,average,self-study,high,moderate,48.6
21,female,b.sc,5.12,yes,6.4,good,mixed,high,moderate,71.7
20,female,b.com,6.84,no,9,poor,mixed,low,easy,56
19,male,b.sc,2.61,no,5.7,good,self-study,high,moderate,62.3
20,other,bba,5.44,no,8.1,average,coaching,low,moderate,62.7
19,other,b.com,3.87,yes,5.2,poor,online videos,low,moderate,46.5
18,other,b.com,0.08,yes,6.6,good,self-study,low,moderate,30.4
20,male,b.tech,2.27,yes,7.7,good,coaching,high,moderate,68.4
24,other,ba,4.22,yes,8.9,poor,online videos,high,easy,62.6
21,female,ba,5.8,yes,9.6,average,self-study,low,moderate,60
21,male,ba,3.22,yes,9.9,good,mixed,high,hard,64.7
24,female,b.com,1.49,yes,9.1,good,mixed,medium,easy,78.3
21,female,bca,0.49,yes,5.2,poor,self-study,low,hard,51.8
18,female,bba,5.72,yes,9.1,poor,self-study,medium,easy,41.4
20,male,b.sc,2.92,yes,7.5,good,self-study,high,moderate,68.3
20,female,b.com,5.18,yes,6.2,poor,group study,medium,moderate,66.3
20,other,bba,1.77,no,5.8,poor,coaching,medium,easy,52.9
18,other,b.tech,06.04,yes,8.3,poor,self-study,low,hard,39.8
17,other,b.com,2.76,yes,6.6,good,coaching,medium,hard,78.1
19,female,diploma,0.42,yes,9.2,average,mixed,low,moderate,31
24,other,ba,04.08,yes,9.7,average,mixed,high,hard,62.7
22,male,ba,5.85,yes,9.3,poor,online videos,low,easy,53.6
23,other,bba,7.46,yes,6.8,average,online videos,medium,hard,88.1
18,female,b.com,7.77,yes,9.3,average,self-study,high,easy,99.3
20,female,bca,3.65,yes,7.6,good,self-study,medium,moderate,32.5
21,female,b.tech,4.89,yes,5.1,average,online videos,high,easy,56.6
20,other,ba,4.46,yes,4.5,poor,group study,low,moderate,56.7
20,male,bba,4.27,yes,4.3,good,mixed,high,hard,75.4
19,female,b.sc,0.92,yes,4.2,poor,online videos,medium,moderate,32.1
17,other,bca,5.37,yes,8.9,poor,coaching,low,moderate,87.9
23,female,b.tech,7.72,yes,4.8,good,coaching,high,moderate,99.4
24,male,bba,01.01,yes,9.3,average,group study,high,easy,60.5
17,female,bba,2.49,yes,5.8,poor,mixed,low,easy,48
20,other,bca,0.62,no,9.9,good,coaching,high,moderate,39.5
21,other,b.sc,3.22,yes,6.6,poor,group study,low,easy,58.6
23,male,b.sc,3.85,yes,4.9,good,online videos,low,easy,66
24,female,bba,2.86,yes,5.4,good,online videos,low,moderate,53.7
20,other,diploma,3.81,yes,5.3,poor,coaching,medium,moderate,51.6
22,male,bca,6.42,yes,5,good,group study,medium,moderate,96.4
24,male,b.sc,1.71,yes,8.8,good,mixed,medium,moderate,41.1
23,male,b.com,06.06,yes,4.9,good,self-study,medium,moderate,63.9
19,female,b.sc,6.35,no,6.9,good,coaching,low,moderate,84
23,female,bca,4.65,yes,8.9,good,online videos,medium,moderate,67.2
20,male,ba,2.52,yes,7.6,poor,online videos,low,moderate,42.9
17,male,ba,7.49,yes,8.5,average,online videos,medium,moderate,82.6
23,female,b.tech,2.91,yes,4.7,poor,online videos,high,easy,53.8
23,other,bba,0.4,no,9,poor,online videos,high,hard,36.6
19,male,ba,01.09,yes,7.6,good,coaching,high,moderate,84.2
20,female,b.tech,7.13,yes,4.1,poor,online videos,high,moderate,56.2
19,other,b.sc,1.2,yes,8.9,good,group study,low,moderate,50.1
17,female,bca,3.58,yes,7.9,good,group study,low,moderate,57.2
24,female,bca,5.54,no,4.1,good,online videos,high,hard,76.6
17,male,ba,4.59,no,8.7,good,mixed,high,moderate,92.1
21,other,bca,5.23,yes,9.9,good,self-study,high,moderate,63.7
17,other,bca,2.79,no,7.9,good,group study,medium,easy,69.5
22,other,bba,5.3,yes,9.1,average,coaching,medium,moderate,69.5
24,other,b.sc,0.08,yes,9.2,good,group study,medium,moderate,46.6
22,female,b.com,2.11,yes,9.9,average,group study,low,easy,61.3
21,female,bca,0.99,yes,5.5,average,self-study,low,moderate,38.4
23,other,b.com,3.64,yes,6.9,average,coaching,medium,hard,68.1
24,male,bba,1.17,yes,6.4,poor,mixed,low,moderate,25.6
23,male,bca,4.38,no,8.2,good,mixed,medium,easy,76.6
18,male,ba,1.45,yes,7.8,poor,mixed,low,moderate,43.2
21,female,ba,3.31,yes,6.7,good,self-study,medium,hard,61.9
23,male,b.sc,0.59,yes,9.6,good,self-study,medium,hard,32.8
19,female,ba,3.52,yes,9.4,poor,group study,low,moderate,50.3
22,female,b.tech,6.46,yes,4.8,average,group study,high,easy,74.1
17,other,b.tech,2.54,yes,6.7,good,coaching,low,moderate,59.8
24,female,ba,5.65,no,4.1,poor,online videos,medium,hard,51.6
21,male,b.sc,3.41,yes,7.5,poor,group study,low,moderate,36.7
22,other,b.com,1.87,yes,9.2,good,group study,medium,easy,70.8
23,female,b.com,2.43,yes,7.8,good,mixed,low,hard,51.9
18,male,ba,2.42,no,5.9,good,self-study,low,hard,43.6
20,female,bba,5.94,yes,9.5,average,coaching,medium,hard,83.3
23,male,ba,1.61,yes,9.1,good,online videos,high,moderate,64.3
18,female,bca,7.82,no,9.3,poor,coaching,medium,easy,83.8
23,other,ba,5.5,yes,8.4,average,group study,medium,hard,58.2
19,male,diploma,3.21,yes,4.5,average,online videos,high,hard,60
21,other,diploma,7.91,yes,7.5,average,coaching,medium,easy,95.6
21,female,b.com,1.73,yes,7.3,average,coaching,low,hard,46.3
22,other,bca,6.1,yes,9.6,average,group study,low,easy,94.8
23,other,ba,2.17,yes,8.8,good,group study,medium,moderate,45.6
19,other,diploma,4.35,yes,5.5,poor,coaching,low,moderate,66.8
18,male,bca,0.44,yes,8.5,average,group study,high,moderate,64.6
20,other,b.com,6.77,yes,6.3,good,self-study,medium,easy,62.3
21,female,b.com,2.93,yes,6.3,good,mixed,high,hard,57.6
23,other,diploma,4.68,yes,9.5,poor,group study,low,hard,66.6
23,other,ba,7.42,yes,4.5,average,coaching,low,easy,78.7
19,female,bba,0.24,yes,5,poor,coaching,low,easy,34.2
24,other,bba,7.74,yes,6.5,good,group study,medium,moderate,93.6
17,female,b.sc,4.2,yes,6.7,poor,coaching,medium,easy,75.3
17,male,b.sc,6.25,yes,9.5,average,mixed,low,hard,73.3
17,other,diploma,3.78,yes,7.8,average,online videos,high,hard,61.1
24,female,b.sc,6.53,yes,7.4,average,online videos,high,moderate,76.6
18,male,diploma,07.04,yes,8.3,poor,coaching,medium,hard,72.8
21,male,b.com,03.05,yes,4.4,average,online videos,high,moderate,71.4
23,other,bca,5.78,no,7.2,poor,self-study,low,moderate,72.5
23,other,bba,7.91,yes,8.1,good,group study,medium,moderate,83.9
24,other,b.tech,06.06,yes,9.1,good,self-study,low,moderate,75.1
17,female,b.sc,7.66,yes,4.1,good,group study,low,easy,64.2
20,male,diploma,5.89,yes,5.6,good,self-study,medium,moderate,97.9
21,female,b.sc,2.64,yes,5.3,poor,coaching,low,moderate,23.7
22,male,b.sc,6.62,no,9.2,good,mixed,low,easy,100
21,male,b.sc,5.33,yes,6.4,poor,coaching,low,easy,68.1
21,male,bba,0.26,no,9.7,good,online videos,high,easy,50.6
19,female,bca,1.38,yes,8.6,poor,online videos,low,hard,46.7
17,male,diploma,02.09,yes,9.2,good,coaching,low,moderate,66.4
20,male,diploma,5.95,no,9,average,group study,medium,easy,95.2
19,male,diploma,6.38,yes,4.9,average,group study,high,easy,68
21,other,diploma,6.62,yes,4.3,poor,online videos,medium,moderate,77.3
23,female,ba,0.54,yes,7.5,poor,self-study,low,easy,24.6
21,female,bca,0.58,yes,4.4,good,coaching,low,moderate,67
21,female,bba,2.4,yes,7.4,good,coaching,medium,easy,58.8
17,female,b.tech,5.45,yes,5.4,average,online videos,high,easy,66.9
22,female,b.tech,6.74,yes,9.7,average,mixed,high,hard,88.3
20,other,b.tech,6.96,yes,6.7,good,mixed,medium,hard,95.7
17,other,b.com,1.66,no,7.8,good,online videos,low,easy,67.1
18,male,ba,6.14,yes,7.6,good,self-study,low,hard,71.3
23,other,bba,5.13,yes,9.5,good,coaching,high,hard,96.4
24,male,ba,7.41,no,8.9,poor,mixed,low,hard,71.8
21,male,b.com,6.18,yes,8.8,average,group study,low,easy,61.6
24,female,bca,4.23,yes,5.9,poor,mixed,low,hard,61.1
18,female,diploma,6.27,yes,6.1,average,self-study,low,easy,66.1
19,other,b.sc,2.47,yes,6.3,average,online videos,high,easy,42.4
24,other,b.sc,6.29,yes,6.2,poor,online videos,high,moderate,70
18,male,diploma,6.25,yes,9.3,good,self-study,low,easy,78.2
22,female,diploma,6.84,yes,6.9,average,coaching,high,easy,99.8
18,other,b.com,1.94,yes,8,average,online videos,medium,moderate,31.8
19,other,ba,6.79,yes,5.4,poor,coaching,high,easy,71.8
20,female,bba,1.35,yes,9.9,average,group study,high,hard,73.5
19,female,bba,6.18,yes,9.8,good,mixed,high,hard,93.5
23,female,diploma,7.44,yes,7.6,good,mixed,low,moderate,95.5
24,male,b.tech,0.29,yes,9.5,average,coaching,high,hard,42.1
21,female,ba,05.01,yes,9,average,coaching,medium,hard,66.9
21,other,b.sc,5.28,yes,4.6,average,coaching,high,moderate,100
17,male,bca,6.52,yes,9.8,average,self-study,low,easy,66
18,other,bba,0.82,yes,5.8,average,online videos,medium,easy,34.9
17,male,bca,7.28,no,5.2,good,online videos,high,easy,70.5
23,male,diploma,7.91,no,9.9,poor,online videos,high,easy,85.1
18,other,bca,5.38,yes,4.6,poor,online videos,low,moderate,35.8
19,female,bca,3.44,yes,7.8,average,online videos,low,moderate,77.6
23,female,bca,05.08,yes,9.6,good,coaching,medium,moderate,83.7
22,female,bba,0.44,yes,9.9,average,group study,low,moderate,31.3
21,female,b.com,06.02,yes,9.2,poor,mixed,medium,hard,89.9
17,female,b.com,0.56,yes,9.4,good,online videos,low,moderate,34.1
21,other,b.com,2.58,yes,6.9,good,online videos,low,easy,68.8
21,female,bba,1.12,yes,9.7,good,self-study,medium,moderate,43.9
19,male,bca,5.81,no,5.2,good,online videos,low,easy,58.4
22,male,b.com,4.76,yes,5.5,average,group study,medium,easy,59.7
24,female,bba,5.59,yes,5.3,poor,group study,medium,easy,73.2
19,female,b.com,0.52,yes,8.2,poor,mixed,high,easy,55.2
19,female,bba,2.96,yes,4.2,good,group study,medium,moderate,40.3
19,male,bca,3.25,yes,5.3,poor,mixed,medium,easy,71.1
23,male,b.com,4.82,yes,6.7,poor,self-study,medium,hard,65.7
17,male,b.com,0.82,yes,6.2,poor,self-study,low,moderate,30.9
24,other,b.sc,5.18,yes,4.1,average,online videos,high,hard,75.1
23,female,ba,3.16,no,5.4,good,online videos,medium,moderate,69.2
20,other,ba,7.25,yes,4.3,poor,mixed,low,easy,67.6
21,female,b.sc,3.6,yes,5.4,average,mixed,low,easy,55.6
24,male,diploma,0.82,yes,7.1,average,coaching,medium,moderate,42.7
23,female,diploma,0.83,yes,6.2,poor,online videos,medium,moderate,42.1
19,other,b.com,02.03,yes,8.9,average,coaching,low,moderate,44.8
17,female,diploma,1.92,yes,6.3,good,self-study,low,hard,43.1
22,male,b.sc,6.37,no,6.4,average,self-study,high,moderate,85.5
18,male,b.com,5.78,yes,5.9,average,group study,medium,easy,74.9
